0,00744416607052267310
0,00480086887424802100
0,00310044276868204349
0,00200500656637725427
0,00129816627908319049
0,00084137917629378833
0,00054579385906938782
0,00035430514251277856
0,00023013518694803281
0,00014955393028470709
0,00009722567521386338
0,00006322621030685482
0,00004112593708338608
0,00002675532754681242
0,00001740834083996390
0,00001132756350941122
0,00000737104481451922
0,00000479643377238048
0,00000312100415555960
0,00000203069094073527
0,00000132100522742817
0,00000085917020831161
0,00000055901639184341
0,00000036352852106347
0,00000023922947978150
0,00000014586474650358
0,00000009725342486888
0,00000007796722600872
0,00000007325318751583
0,00000016609385600219
0,00000005802353353346
0,00000001321520315400
0,00000035744313775510
0,00000057777190143327
0,00000178255664851079
0,00000228908432386987
0,00000631461614153395
0,00000742760758454253
0,00001508314597753468
0,00001983305917452327
0,00000995770031941845
0,00005552902929295556
0,00032437007382801752
0,00082468313994299436
0,00011243126823057281
0,00076575991737160010
0,00050235826425248931
0,00695292101929423367
0,00995371033467984390
0,00087380319802843331
0,03664549840960207305
0,02528843693607951693
0,01175091801363015165
0,04320402511537713153
1,05862191136648653433
0,29275685831612019427
0,37827480743989427836
0,63517208585492768158
2,85409133492179645231
14,71547184783007367059
5,03160839015880689828
28,08648129796246806222
15,59936141500850581565
87,18491140441656739313
62,75303926278785127124
367,77623204465930939477
1100,97218145841770819970
1077,47800187029656626692
2706,25487913214556101593
614,75551379517617078818
3197,33399912502181905438
5161,13075730420587206027
2133,89977832472686714027
59965,42443319780431920663
70949,59915080534119624645
102777,87056282497360371053
215282,46474323747679591179
841537,34417012496851384640
179306,31979629312991164625
1217480,41208688868209719658
384039,24203272571321576834
4708029,57440571021288633347
2197478,09434146480634808540
31252982,83933435752987861633
17519392,97880002483725547791
38216755,34057036042213439941
74777450,52041289210319519043
153632515,60692110657691955566
338692766,46705549955368041992
367166875,81395071744918823242
789031901,55317652225494384766
182381816,44514954090118408203
1196561822,22462606430053710938
2223417119,20131111145019531250
1679771118,32297372817993164063
84817269,49697807431221008301
