0,00000000000002131628
0,00000000000002842171
0,00000000000004263256
0,00000000000004973799
0,00000000000004263256
0,00000000000008526513
0,00000000000016342483
0,00000000000022026825
0,00000000000043343107
0,00000000000089528385
0,00000000000117239551
0,00000000000187583282
0,00000000000364508423
0,00000000000751043672
0,00000000001311661890
0,00000000001994493459
0,00000000005108802270
0,00000000007633538246
0,00000000013900347540
0,00000000028587265888
0,00000000048991211088
0,00000000111239728540
0,00000000196813232378
0,00000000402720701231
0,00000000604516259273
0,00000001415653372305
0,00000002549491640025
0,00000005889508258861
0,00000007083684394615
0,00000017124572337934
0,00000028333500523559
0,00000063768269598086
0,00000108942108312249
0,00000326069077516422
0,00000659404980840606
0,00001056764583751146
0,00002282481932525116
0,00003501776495795639
0,00006583078882727023
0,00014950811802982855
0,00030875931068230500
0,00060010284879297160
0,00122098490460587072
0,00235653507687150210
0,00281073887297367264
0,00912841614449888539
0,01534224559320129799
0,02874360626984184819
0,05184264095894519642
0,09375025568095196604
0,27731576818645464755
0,53937682915299589581
0,81811880659028446416
1,87720105505584200500
3,18516803164926898262
6,70182775001297770245
15,45072054830323793340
25,26279570610472191561
41,77093472107524263492
114,16913405527571967468
176,47885992640905783446
393,84146403287212478972
1019,74791475227857517893
1367,67014015038125762658
2124,28588963795846211724
6612,93047224308247677982
13434,30189544572203885764
25719,76270254098199075088
47082,54005371742823626846
92601,25617819541366770864
160085,09759983263211324811
371823,68589659326244145632
575586,26664115139283239841
1024567,79928971384651958942
2382105,95924298185855150223
5793899,53242803458124399185
11655886,31967006996273994446
22318957,85915170237421989441
34602090,10808400064706802368
72464928,79521963000297546387
121962462,82388530671596527100
275176730,72140282392501831055
723623310,05447447299957275391
868460281,05029594898223876953
1798974676,09613966941833496094
5162105043,98774051666259765625
8806725346,92436790466308593750
12254701257,99836540222167968750
28120094986,39420318603515625000
72967279553,63476562500000000000
131531172255,20559692382812500000
272106671266,07257080078125000000
390041353858,89318847656250000000
1219054968874,30810546875000000000
2313864856128,57519531250000000000
2911297723553,13867187500000000000
