0,00000000000000000000
0,00000000000000088818
0,00000000000000000000
0,00000000000000000000
0,00000000000000266454
0,00000000000000177636
0,00000000000000444089
0,00000000000000355271
0,00000000000000088818
0,00000000000000088818
0,00000000000000177636
0,00000000000000088818
0,00000000000000355271
0,00000000000000088818
0,00000000000000266454
0,00000000000000000000
0,00000000000000000000
0,00000000000000444089
0,00000000000000266454
0,00000000000000088818
0,00000000000000177636
0,00000000000000088818
0,00000000000000532907
0,00000000000000088818
0,00000000000000000000
0,00000000000000532907
0,00000000000000177636
0,00000000000000444089
0,00000000000000621725
0,00000000000000088818
0,00000000000000000000
0,00000000000000177636
0,00000000000001065814
0,00000000000000088818
0,00000000000000088818
0,00000000000000266454
0,00000000000000799361
0,00000000000000444089
0,00000000000000532907
0,00000000000000266454
0,00000000000000621725
0,00000000000000000000
0,00000000000000000000
0,00000000000000532907
0,00000000000000621725
0,00000000000001598721
0,00000000000000621725
0,00000000000000177636
0,00000000000000266454
0,00000000000000710543
0,00000000000000976996
0,00000000000000532907
0,00000000000000177636
0,00000000000001421085
0,00000000000001332268
0,00000000000000000000
0,00000000000002664535
0,00000000000001065814
0,00000000000000444089
0,00000000000000177636
0,00000000000000532907
0,00000000000000532907
0,00000000000000621725
0,00000000000000444089
0,00000000000000444089
0,00000000000000799361
0,00000000000000088818
0,00000000000000888178
0,00000000000000000000
0,00000000000000888178
0,00000000000000177636
0,00000000000000355271
0,00000000000000000000
0,00000000000000355271
0,00000000000000888178
0,00000000000000532907
0,00000000000001154632
0,00000000000000000000
0,00000000000000444089
0,00000000000001332268
0,00000000000001332268
0,00000000000000177636
0,00000000000001065814
0,00000000000000444089
0,00000000000000266454
0,00000000000000710543
0,00000000000001687539
0,00000000000000532907
0,00000000000000266454
0,00000000000000444089
0,00000000000001065814
0,00000000000000177636
0,00000000000000710543
0,00000000000000177636
0,00000000000001776357
0,00000000000000444089
