1,000000 2,0000000000000000000000000
1,000900 2,0014477629007885184364568
1,001800 2,0028957137230629648172453
1,002700 2,0043438523532879358413084
1,003600 2,0057921786779862038940792
1,004500 2,0072406925837356084230123
1,005401 2,0086893939571708322944232
1,006301 2,0101382826849785168121798
1,007201 2,0115873586539070316803191
1,008101 2,0130366217507540405051714
1,009001 2,0144860718623780471148166
1,009901 2,0159357088756904019533067
1,010801 2,0173855326776579666159250
1,011701 2,0188355431553053342952353
1,012601 2,0202857401957090566213537
1,013501 2,0217361236860060813569362
1,014401 2,0231866935133848706129811
1,015302 2,0246374495650920621869773
1,016202 2,0260883917284262523139660
1,017102 2,0275395198907482097183674
1,018002 2,0289908339394671088484756
1,018902 2,0304423337620516321067043
1,019802 2,0318940192460233085114396
1,020702 2,0333458902789596223215085
1,021602 2,0347979467484971216606482
1,022502 2,0362501885423243130901483
1,023402 2,0377026155481838820549001
1,024302 2,0391552276538789101323346
1,025203 2,0406080247472604405345464
1,026103 2,0420610067162430212306390
1,027003 2,0435141734487891618243793
1,027903 2,0449675248329226562304939
1,028803 2,0464210607567192568012615
1,029703 2,0478747811083097829509825
1,030603 2,0493286857758810093343982
1,031503 2,0507827746476765540251108
1,032403 2,0522370476119919935342750
1,033303 2,0536915045571828564163752
1,034203 2,0551461453716504124145104
1,035104 2,0566009699438638769208865
1,036004 2,0580559781623386506055340
1,036904 2,0595111699156469775573441
1,037804 2,0609665450924179452840690
1,038704 2,0624221035813343760878524
1,039604 2,0638778452711354916004893
1,040504 2,0653337700506115837129073
1,041404 2,0667898778086142286269933
1,042304 2,0682461684340425200900881
1,043204 2,0697026418158590566065413
1,044104 2,0711592978430739542261563
1,045005 2,0726161364047559487744365
1,045905 2,0740731573900279549604875
1,046805 2,0755303606880697309122752
1,047705 2,0769877461881112168384789
1,048605 2,0784453137794405286342680
1,049505 2,0799030633514021815244632
1,050405 2,0813609947933899846361783
1,051305 2,0828191079948585873182765
1,052205 2,0842774028453150414463835
1,053105 2,0857358792343201336905167
1,054005 2,0871945370514901618719250
1,054905 2,0886533761864947145170390
1,055806 2,0901123965290619999279897
1,056706 2,0915715979689717407552507
1,057606 2,0930309803960596148897366
1,058506 2,0944905437002145909275441
1,059406 2,0959502877713842572404701
1,060306 2,0974102124995610552105063
1,061206 2,0988703177748049277795417
1,062106 2,1003306034872211149888699
1,063006 2,1017910695269734766554848
1,063906 2,1032517157842791633015622
1,064806 2,1047125421494103925112995
1,065707 2,1061735485126935607524956
1,066607 2,1076347347645092433765512
1,067507 2,1090961007952939709753082
1,068407 2,1105576464955362325781607
1,069307 2,1120193717557840251686230
1,070207 2,1134812764666306428296139
1,071107 2,1149433605187302198658017
1,072007 2,1164056238027968426251846
1,072907 2,1178680662095836773062274
1,073807 2,1193306876299127239349218
1,074707 2,1207934879546552764395528
1,075608 2,1222564670747301462938594
1,076508 2,1237196248811223142638482
1,077408 2,1251829612648633904825601
1,078308 2,1266464761170391639666377
1,079208 2,1281101693287967080436829
1,080108 2,1295740407913275049622825
1,081008 2,1310380903958838771927731
1,081908 2,1325023180337723260890925
1,082808 2,1339667235963490909966822
1,083708 2,1354313069750259224122146
1,084608 2,1368960680612736346972724
1,085509 2,1383610067466105597588921
1,086409 2,1398261229226123170121809
1,087309 2,1412914164809091488450576
1,088209 2,1427568873131863647074624
1,089109 2,1442225353111794561300485
1,090009 2,1456883603666776494378610
1,090909 2,1471543623715314552669042
1,091809 2,1486205412176371254417973
1,092709 2,1500868967969477552060198
1,093609 2,1515534290014732832219124
1,094509 2,1530201377232707216080598
1,095410 2,1544870228544632517753143
1,096310 2,1559540842872100263605262
1,097210 2,1574213219137421404525412
1,098110 2,1588887356263328776151411
1,099010 2,1603563253173159175446472
1,099910 2,1618240908790693488583656
1,100810 2,1632920322040396499119197
1,101710 2,1647601491847159316250782
1,102610 2,1662284417136410397120017
1,103510 2,1676969096834182160193905
1,104410 2,1691655529867008844746579
1,105311 2,1706343715161926510859303
1,106211 2,1721033651646584061722933
1,107111 2,1735725338249110016874965
1,108011 2,1750418773898210211825699
1,108911 2,1765113957523061216647875
1,109811 2,1779810888053452444523828
1,110711 2,1794509564419652924982529
1,111611 2,1809209985552500121741559
1,112511 2,1823912150383333319325629
1,113411 2,1838616057844140172505831
1,114311 2,1853321706867219198500152
1,115212 2,1868029096385637188859619
1,116112 2,1882738225332838410963632
1,117012 2,1897449092642919943330071
1,117912 2,1912161697250436276362962
1,118812 2,1926876038090461484841853
1,119712 2,1941592114098664723087495
1,120612 2,1956309924211199202659373
1,121512 2,1971029467364835419118663
1,122412 2,1985750742496756870991703
1,123312 2,2000473748544737695453932
1,124212 2,2015198484447138227437790
1,125113 2,2029924949142776213761863
1,126013 2,2044653141570975662943965
1,126913 2,2059383060671735599100884
1,127813 2,2074114705385459167530371
1,128713 2,2088848074653122388610882
1,129613 2,2103583167416247512448990
1,130513 2,2118319982616845287282104
1,131413 2,2133058519197499336428336
1,132313 2,2147798776101308426689229
1,133213 2,2162540752271917554594438
1,134113 2,2177284446653473537480750
1,135014 2,2192029858190682745089362
1,135914 2,2206776985828788895105390
1,136814 2,2221525828513550848697378
1,137714 2,2236276385191247051409391
1,138614 2,2251028654808679974053121
1,139514 2,2265782636313256048765652
1,140414 2,2280538328652790269757134
1,141314 2,2295295730775697151671011
1,142214 2,2310054841630995170476126
1,143114 2,2324815660168089159753890
1,144014 2,2339578185336947946382224
1,144914 2,2354342416088179845701234
1,145815 2,2369108351372779530663593
1,146715 2,2383875990142367840007864
1,147615 2,2398645331349058551495546
1,148515 2,2413416373945493909047855
1,149415 2,2428189116884849063637830
1,150315 2,2442963559120809868829838
1,151215 2,2457739699607621730592655
1,152115 2,2472517537300005230349598
1,153015 2,2487297071153262706388887
1,153915 2,2502078300123256049403153
1,154815 2,2516861223166251271265992
1,155716 2,2531645839239144990528985
1,156616 2,2546432147299331205658746
1,157516 2,2561220146304719058605315
1,158416 2,2576009835213799448183636
1,159316 2,2590801212985507362418502
1,160216 2,2605594278579292932818134
1,161116 2,2620389030955241338460837
1,162016 2,2635185469073930697447850
1,162916 2,2649983591896374335306064
1,163816 2,2664783398384189538887767
1,164716 2,2679584887499482093176084
1,165617 2,2694388058204983948940026
1,166517 2,2709192909463800091884877
1,167417 2,2723999440239639469041322
1,168317 2,2738807649496757257168156
1,169217 2,2753617536199914894723406
1,170117 2,2768429099314326791159147
1,171017 2,2783242337805833521713339
1,171917 2,2798057250640750837078485
1,172817 2,2812873836785918513214710
1,173717 2,2827692095208709233133959
1,174617 2,2842512024876997500655307
1,175518 2,2857333624759261780923225
1,176418 2,2872156893824380219371051
1,177318 2,2886981831041866009002206
1,178218 2,2901808435381640904893175
1,179118 2,2916636705814283914151019
1,180018 2,2931466641310791487740062
1,180918 2,2946298240842684101892246
1,181818 2,2961131503382072871488617
1,182718 2,2975966427901526323296366
1,183618 2,2990803013374199181839685
1,184518 2,3005641258773708024421012
1,185419 2,3020481163074193453610405
1,186319 2,3035322725250382269734928
1,187219 2,3050165944277449803223590
1,188119 2,3065010819131108732449320
1,189019 2,3079857348787591320160573
1,189919 2,3094705532223729349539099
1,190819 2,3109555368416745402271317
1,191719 2,3124406856344394967095468
1,192619 2,3139259994985104107456664
1,193519 2,3154114783317694126196784
1,194419 2,3168971220321497028749036
1,195320 2,3183829304976395491166841
1,196220 2,3198689036262756246742356
1,197120 2,3213550413161585517229923
1,198020 2,3228413434654280322888553
1,198920 2,3243278099722748386568583
1,199820 2,3258144407349532478690435
1,200720 2,3273012356517588372639693
1,201620 2,3287881946210449157774747
1,202520 2,3302753175412114217124326
1,203420 2,3317626043107155808797870
1,204320 2,3332500548280625807251454
1,205221 2,3347376689918113434885072
1,206121 2,3362254467005714175797948
1,207021 2,3377133878530007571328042
1,207921 2,3392014923478186005922907
1,208821 2,3406897600837881512347849
1,209721 2,3421781909597245707743696
1,210621 2,3436667848744976438979393
1,211521 2,3451555417270268932838917
1,212421 2,3466444614162802473344982
1,213321 2,3481335438412767047111629
1,214221 2,3496227889011005451891378
1,215122 2,3511121964948746843049321
1,216022 2,3526017665217771046570761
1,216922 2,3540914988810359709248132
1,217822 2,3555813934719291857788903
1,218722 2,3570714501937937157549641
1,219622 2,3585616689460042749715285
1,220522 2,3600520496280061877314438
1,221422 2,3615425921392811936527778
1,222322 2,3630332963793634348803607
1,223222 2,3645241622478430087994639
1,224122 2,3660151896443646357681700
1,225023 2,3675063784686187773331767
1,225923 2,3689977286203469653003140
1,226823 2,3704892399993422458237546
1,227723 2,3719809125054540643873224
1,228623 2,3734727460385740549497768
1,229523 2,3749647404986533594239972
1,230423 2,3764568957856933018035761
1,231323 2,3779492117997396150030909
1,232223 2,3794416884408984280696586
1,233123 2,3809343256093198348821716
1,234023 2,3824271232052076641139138
1,234923 2,3839200811288194792325612
1,235824 2,3854131992804612494296634
1,236724 2,3869064775604837969069649
1,237624 2,3883999158693125508534649
1,238524 2,3898935141073858190452484
1,239424 2,3913872721752307271003701
1,240324 2,3928811899734045987031550
1,241224 2,3943752674025127191725915
1,242124 2,3958695043632300958336145
