0,00000000000003552714
0,00000000000004973799
0,00000000000004973799
0,00000000000004973799
0,00000000000004973799
0,00000000000005684342
0,00000000000005684342
0,00000000000005684342
0,00000000000006394885
0,00000000000007105427
0,00000000000005684342
0,00000000000008526513
0,00000000000005684342
0,00000000000007105427
0,00000000000006394885
0,00000000000007105427
0,00000000000008526513
0,00000000000007815970
0,00000000000007105427
0,00000000000008526513
0,00000000000008526513
0,00000000000011368684
0,00000000000010658141
0,00000000000007815970
0,00000000000007815970
0,00000000000007815970
0,00000000000009237056
0,00000000000009237056
0,00000000000009237056
0,00000000000007815970
0,00000000000009947598
0,00000000000008526513
0,00000000000009237056
0,00000000000009237056
0,00000000000009947598
0,00000000000012079227
0,00000000000012079227
0,00000000000013500312
0,00000000000010658141
0,00000000000010658141
0,00000000000011368684
0,00000000000009947598
0,00000000000009947598
0,00000000000014210855
0,00000000000011368684
0,00000000000014921397
0,00000000000009237056
0,00000000000012079227
0,00000000000014210855
0,00000000000012789769
0,00000000000012079227
0,00000000000010658141
0,00000000000014921397
0,00000000000014210855
0,00000000000020605739
0,00000000000011368684
0,00000000000011368684
0,00000000000013500312
0,00000000000014210855
0,00000000000011368684
0,00000000000012789769
0,00000000000012079227
0,00000000000012789769
0,00000000000011368684
0,00000000000016342483
0,00000000000014921397
0,00000000000012079227
0,00000000000017763568
0,00000000000012789769
0,00000000000012789769
0,00000000000017763568
0,00000000000013500312
0,00000000000014921397
0,00000000000017053026
0,00000000000012789769
0,00000000000014921397
0,00000000000014210855
0,00000000000017053026
0,00000000000018474111
0,00000000000013500312
0,00000000000014921397
0,00000000000012079227
0,00000000000013500312
0,00000000000012079227
0,00000000000022026825
0,00000000000015631940
0,00000000000015631940
0,00000000000014921397
0,00000000000012789769
0,00000000000015631940
0,00000000000019184654
0,00000000000014921397
0,00000000000012789769
0,00000000000017053026
0,00000000000017053026
0,00000000000014210855
