1,000000 0,0000000000000000000000000
1,000900 0,0400403917941512740852339
1,001800 0,0800140433738991407874863
1,002700 0,1199210108152630877009770
1,003600 0,1597613501686475645513497
1,004500 0,1995351174588174125723583
1,005401 0,2392423686848737240939755
1,006301 0,2788831598203272976732592
1,007201 0,3184575468130261266530567
1,008101 0,3579655855852281742812693
1,009001 0,3974073320335776426937002
1,009901 0,4367828420290805202519380
1,010801 0,4760921714171688634564816
1,011701 0,5153353760176758724398383
1,012601 0,5545125116248125207718545
1,013501 0,5936236340072303940829102
1,014401 0,6326687989079982088469478
1,015302 0,6716480620445779425864430
1,016202 0,7105614791088872284063882
1,017102 0,7494091057672763733776833
1,018002 0,7881909976605042666975010
1,018902 0,8269072104038106552081899
1,019802 0,8655577995868444229898842
1,020702 0,9041428207737368660801280
1,021602 0,9426623295030760463220076
1,022502 0,9811163812878853640597754
1,023402 1,0195050316156848424498094
1,024302 1,0578283359484679237993987
1,025203 1,0960863497226780438609239
1,026103 1,1342791283492703602320262
1,027003 1,1724067272136893258505097
1,027903 1,2104692016758444861324051
1,028803 1,2484666070701830875577798
1,029703 1,2863989987056172470403226
1,030603 1,3242664318655985589145985
1,031503 1,3620689618080910054942478
1,032403 1,3998066437655516391913579
1,033303 1,4374795329449887582029532
1,034203 1,4750876845279417004519473
1,035104 1,5126311536704570848144158
1,036004 1,5501099955031485411183212
1,036904 1,5875242651311747277276254
1,037804 1,6248740176342177932156119
1,038704 1,6621593080665428843190057
1,039604 1,6993801914569752753436660
1,040504 1,7365367228088783857486987
1,041404 1,7736289571002237241970079
1,042304 1,8106569492835222767723735
1,043204 1,8476207542858917864947443
1,044104 1,8845204270090392117964484
1,045005 1,9213560223292331929911825
1,045905 1,9581275950973677790756255
1,046805 1,9948352001389368925998724
1,047705 2,0314788922540163440544347
1,048605 2,0680587262173193430214724
1,049505 2,1045747567781769582495599
1,050405 2,1410270386605132486579350
1,051305 2,1774156265629107664949515
1,052205 2,2137405751585808033610192
1,053105 2,2500019390953465148186297
1,054005 2,2861997729957095337738338
1,054905 2,3223341314567846893623937
1,055806 2,3584050690503657321528408
1,056706 2,3944126403229031296859830
1,057606 2,4303568997954863029065109
1,058506 2,4662379019638978050465994
1,059406 2,5020557012985960021467235
1,060306 2,5378103522446870954354381
1,061206 2,5735019092219926228892746
1,062106 2,6091304266250197052556814
1,063006 2,6446959588229441706630496
1,063906 2,6801985601596749475561410
1,064806 2,7156382849537923362959191
1,065707 2,7510151874986110698273478
1,066607 2,7863293220621598855757384
1,067507 2,8215807428871628736999355
1,068407 2,8567695041910941000651292
1,069307 2,8918956601661554017823619
1,070207 2,9269592649792617322646038
